inventory.ziw_row_id,inventory.ziw_scn,inventory.ziw_source_start_date,inventory.ziw_source_start_timestamp,inventory.ziw_target_start_timestamp,inventory.ziw_target_start_date,inventory.ziw_source_end_date,inventory.ziw_source_end_timestamp,inventory.ziw_target_end_date,inventory.ziw_target_end_timestamp,inventory.ziw_active,inventory.ziw_is_deleted,inventory.ziw_status_flag,inventory.inv_date_sk,inventory.inv_item_sk,inventory.inv_warehouse_sk,inventory.inv_quantity_on_hand
e8534d3f016d18c2c6ad3dbfc23af79c,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4094,1,605
3ed6ee27c8b331bcc9d9957785959859,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4093,1,724
92825740bb3b6ff12f6f5637965c19ab,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4090,1,146
6e63ee1fd031f94154b475627d824c52,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4088,1,554
254e874eaa3529a8ed9c86b26e995c80,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4087,1,914
b9a41c9464060011ebc14dd7fb60a21a,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4084,1,941
dad646d9f6efa4804bcf6299dd437801,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4082,1,53
6ca41c5884f8bd1cde8484fae24dfb88,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4081,1,98
63e188e319c0e030b67f8406f688ec07,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4078,1,527
ff17fba2244d15b1f4acf54f1af7fc89,0,2017-10-13,2017-10-13,06:25:36,2017-10-13,06:25:14,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,2450815,4076,1,311
